text,translation,Category
La Ryanair cambia normativa sui bagagli https://t.co/3lkFqfYzuy via @agrpress #Ryanair,Ryanair changes baggage rules https://t.co/3lkFqfYzuy via @agrpress #Ryanair,baggage issues
¡OFERTA! India Express. 6n. Salidas todos los lunes hasta 30Diciembre con Lufthansa. Precio final desde 1.250€ https://t.co/CQYXWgQ4OP,"OFFER! India Express. 6n. Departures every Monday until 30th December with Lufthansa. Final price from €1,250 https://t.co/CQYXWgQ4OP",promotion and offer issues
"Ryanair Boeing 737NG 8AS/W (EI-EKX, #4CA816) as flight #RYR1G at 20725 ft heading east bound OTT west of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-EKX, #4CA816) as flight #RYR1G at 20725 ft heading east bound OTT west of #RyanHQ",in-flight experience
RT @mistameister: Ei! Money please locate me https://t.co/UIleYJzC7X,RT @mistameister: Ei! Money please locate me https://t.co/UIleYJzC7X,refund complaints
"Offering up to @10mBounty for the capture of @MohamedBinZayed, the @UAEFugitive!

[#2019india #ElectionResult… https://t.co/omaMNE5qrG","Offering up to @10mBounty for the capture of @MohamedBinZayed, the @UAEFugitive!

[#2019india #ElectionResult… https://t.co/omaMNE5qrG",promotion and offer issues
Lufthansa improves travel experience on short- and medium-haul routes https://t.co/w4K14lHzKJ,Lufthansa improves travel experience on short- and medium-haul routes https://t.co/w4K14lHzKJ,in-flight experience
"@bobwalteruk What's happened, Robert? Why were you taken off the flight? Feel free to DM any personal info. Emma https://t.co/L1epyfzysM","@bobwalteruk What's happened, Robert? Why were you taken off the flight? Feel free to DM any personal info. Emma https://t.co/L1epyfzysM",in-flight experience
"@easyJet I'm sorry, that's not acceptable. This flight is over a week away, and here is the current seat map. Pleas… https://t.co/SmLS8PM8hl","@easyJet I'm sorry, that's not acceptable. This flight is over a week away, and here is the current seat map. Pleas… https://t.co/SmLS8PM8hl",seating and boarding challenges
@CruiseRadio We've been working hard all week helping customers with weather delays and cancellations. This is a si… https://t.co/yfyXSvM2i0,@CruiseRadio We've been working hard all week helping customers with weather delays and cancellations. This is a si… https://t.co/yfyXSvM2i0,flight delays and cancellations
@Ryanair Flight FR1018 Bud to Edi everyone is locked out the airport in a bus with no driver for last 25 mins. Plan… https://t.co/kPREBAN17r,@Ryanair Flight FR1018 Bud to Edi everyone is locked out the airport in a bus with no driver for last 25 mins. Plan… https://t.co/kPREBAN17r,in-flight experience
"Ryanair Sun Boeing 737NG 800/W (SP-RSU, #48C233) as flight #RYR20BK at 37000 ft heading east bound OTT west of #RyanHQ","Ryanair Sun Boeing 737NG 800/W (SP-RSU, #48C233) as flight #RYR20BK at 37000 ft heading east bound OTT west of #RyanHQ",in-flight experience
"Ryanair Boeing 737NG 8AS/W (EI-EGC, #4CA7B9) as flight #RYR3129 at 38000 ft heading north west bound OTT #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-EGC, #4CA7B9) as flight #RYR3129 at 38000 ft heading north west bound OTT #RyanHQ",in-flight experience
"@SingaporeAir I have a question, I’m flying from JNB to DPS on your airline in J. I seem to only be able to do book… https://t.co/aVCRIh90FA","@SingaporeAir I have a question, I’m flying from JNB to DPS on your airline in J. I seem to only be able to do book… https://t.co/aVCRIh90FA",booking problems
@airfrance flight details were sent by DM.,@airfrance flight details were sent by DM.,in-flight experience
@Tony9Santos @AmericanAir Sorry to hear that Tony. @AmericanAir needs to do something to compensate you for lost ti… https://t.co/R9lE61juf7,@Tony9Santos @AmericanAir Sorry to hear that Tony. @AmericanAir needs to do something to compensate you for lost ti… https://t.co/R9lE61juf7,lost luggage
"RT @MaxGramel: Gentile passeggero furibondo del volo Ryanair Pisa-Bari, ha quasi tutta la mia solidarietà. 

“Un eroe del nostro tempo”, #I…","RT @MaxGramel: Dear furious passenger on the Ryanair Pisa-Bari flight, you have almost all my solidarity. 

“A hero of our time”, #I…",in-flight experience
@easyJet massive thank you to the cabin crew of flight 8278 for the kind words of support at a difficult time and f… https://t.co/1PehHjRtv0,@easyJet massive thank you to the cabin crew of flight 8278 for the kind words of support at a difficult time and f… https://t.co/1PehHjRtv0,in-flight experience
"Oh @AmericanAir now delays my flight out so I miss my connecting flight but again,  it there fault!  Never!  Worst… https://t.co/xvjTQtAFMg","Oh @AmericanAir now delays my flight out so I miss my connecting flight but again,  it there fault!  Never!  Worst… https://t.co/xvjTQtAFMg",flight delays and cancellations
"@British_Airways Yes I know, I fly almost every week. But you are not providing enough seats on the route. Sometime… https://t.co/EIEvnQg6s4","@British_Airways Yes I know, I fly almost every week. But you are not providing enough seats on the route. Sometime… https://t.co/EIEvnQg6s4",seating and boarding challenges
"RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…","RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…",seating and boarding challenges
RT @SoundRush_: @pedaalemre @KLM @DJsComplaining Always fun to cancel important meetings because of the delays from KLM,RT @SoundRush_: @pedaalemre @KLM @DJsComplaining Always fun to cancel important meetings because of the delays from KLM,flight delays and cancellations
"@lufthansa lost my case, I'm on a business trip and have lost all training materials, chargers, clothes, toiletries… https://t.co/qcqpon7XPh","@lufthansa lost my case, I'm on a business trip and have lost all training materials, chargers, clothes, toiletries… https://t.co/qcqpon7XPh",lost luggage
@VivBWoke @blnixon18 @TurkishAirlines @TK_HelpDesk Sadly @british_airways won't refund at the moment either. Some a… https://t.co/7Ddl5nAbIW,@VivBWoke @blnixon18 @TurkishAirlines @TK_HelpDesk Sadly @british_airways won't refund at the moment either. Some a… https://t.co/7Ddl5nAbIW,refund complaints
"Bingo! 9-daagse zonvakantie naar Bonaire in juni voor maar €513 met verblijf, vluchten van KLM en transfers!… https://t.co/TohJp9203v","Bingo! 9-day sun holiday to Bonaire in June for only €513 with accommodation, KLM flights and transfers!… https://t.co/TohJp9203v",in-flight experience
@Ryanair how do I confirm my changes to my flight times you have given me.,@Ryanair how do I confirm my changes to my flight times you have given me.,in-flight experience
@Ryanair We are locked out the airport. Please arrange suitable assistance.,@Ryanair We are locked out the airport. Please arrange suitable assistance.,special assistance requests
"Ryanair Boeing 737NG 8AS/W (EI-EVV, #4CAA5A) as flight #RYR1523 at 36000 ft heading north west bound OTT south of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-EVV, #4CAA5A) as flight #RYR1523 at 36000 ft heading north west bound OTT south of #RyanHQ",in-flight experience
RT @PaycentGlobal: Use your virtual #PaycentCard to book at @EtihadAirways @emirates @Delta @SingaporeAir @cathaypacific @Trip @united @Exp…,RT @PaycentGlobal: Use your virtual #PaycentCard to book at @EtihadAirways @emirates @Delta @SingaporeAir @cathaypacific @Trip @united @Exp…,booking problems
RT @xchelseylaurenx: That’s cool but what about my money back for my cancelled flight on Sunday? The flight that’s cost me to miss my exam…,RT @xchelseylaurenx: That’s cool but what about my money back for my cancelled flight on Sunday? The flight that’s cost me to miss my exam…,flight delays and cancellations
"@marcelvanhattem @jairbolsonaro Vem @Ryanair @Fly_Norwegian @AirEuropa , mas com esse jabuti da bagagem ""grátis"" fica difícil.","@marcelvanhattem @jairbolsonaro Come @Ryanair @Fly_Norwegian @AirEuropa, but with this ""free"" baggage tortoise it's difficult.",baggage issues
"Ryanair Boeing 737NG 8AS/W (EI-EKD, #4CA802) as flight #RYR1MQ at 38000 ft heading west bound OTT north east of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-EKD, #4CA802) as flight #RYR1MQ at 38000 ft heading west bound OTT north east of #RyanHQ",in-flight experience
"#CX: Love getting my boarding pass via #WhatsApp, clever @KLM! Who knew that 'self balancing devices' in carry on w… https://t.co/iqJRZQ5jQQ","#CX: Love getting my boarding pass via #WhatsApp, clever @KLM! Who knew that 'self balancing devices' in carry on w… https://t.co/iqJRZQ5jQQ",check-in troubles
@KLM The next available flight is 24hrs later for a location in Europe. Many plans ruined because of your outright dishonesty.,@KLM The next available flight is 24hrs later for a location in Europe. Many plans ruined because of your outright dishonesty.,in-flight experience
"RT @cfcpac: Woman (80) awarded €67k after overhead luggage fell on her on Ryanair plane: The bag had struck the woman on her face, neck...…","RT @cfcpac: Woman (80) awarded €67k after overhead luggage fell on her on Ryanair plane: The bag had struck the woman on her face, neck...…",lost luggage
"@Fauxlie_ @Flight_Refunds @ffskennz @British_Airways Yes, I know.  It's a bit complicated but CAA ended up dealing… https://t.co/6LpHJ7svH3","@Fauxlie_ @Flight_Refunds @ffskennz @British_Airways Yes, I know.  It's a bit complicated but CAA ended up dealing… https://t.co/6LpHJ7svH3",in-flight experience
@KayBurley @British_Airways Safe flight. Have a nice/good time Kay,@KayBurley @British_Airways Safe flight. Have a nice/good time Kay,in-flight experience
@WDamh1 Send us your case reference via DM along with as much info as possible so we can take a closer look. We'll… https://t.co/pa0H8RyXpj,@WDamh1 Send us your case reference via DM along with as much info as possible so we can take a closer look. We'll… https://t.co/pa0H8RyXpj,flight information requests
@united @lufthansa We’re coming up on the 20 day mark and still no refund. At this point I would just appreciate kn… https://t.co/muOSH3usgy,@united @lufthansa We’re coming up on the 20 day mark and still no refund. At this point I would just appreciate kn… https://t.co/muOSH3usgy,refund complaints
Kies je bewust voor een vlucht bij KLM wordt deze na twee weken van boeken geannuleerd en omgezet naar twee dagen l… https://t.co/iZV8Qo3nzW,"If you consciously choose a flight with KLM, it will be canceled after two weeks of booking and converted to two days... https://t.co/iZV8Qo3nzW",flight delays and cancellations
"@mrsnicb Sorry to hear, apologies! For updates and assistance, pls keep in touch with your local responsible Lost &amp;… https://t.co/MF0yoqSxYB","@mrsnicb Sorry to hear, apologies! For updates and assistance, pls keep in touch with your local responsible Lost &amp;… https://t.co/MF0yoqSxYB",special assistance requests
"RT @2019india: Offering up to @10mBounty for the capture of @MohamedBinZayed, the @UAEFugitive!

[#2019india #ElectionResult #LokSabha2019…","RT @2019india: Offering up to @10mBounty for the capture of @MohamedBinZayed, the @UAEFugitive!

[#2019india #ElectionResult #LokSabha2019…",promotion and offer issues
"Shout-out to @AmericanAir, staff have been wonderful all morning. Pilot and flight attendants very sympathetic and… https://t.co/vhmpKQ0Giy","Shout-out to @AmericanAir, staff have been wonderful all morning. Pilot and flight attendants very sympathetic and… https://t.co/vhmpKQ0Giy",in-flight experience
"@gillicious Hi Gillian, we're happy to hear this. Please send us your booking reference in DM, so we can pass on yo… https://t.co/3qulLYKVyo","@gillicious Hi Gillian, we're happy to hear this. Please send us your booking reference in DM, so we can pass on yo… https://t.co/3qulLYKVyo",booking problems
"So I’m sick n tired of lazy ass @easyJet cabin crew, 3rd flight this week where they cannot be bothered to sell thi… https://t.co/0ISxRrfQrc","So I’m sick n tired of lazy ass @easyJet cabin crew, 3rd flight this week where they cannot be bothered to sell thi… https://t.co/0ISxRrfQrc",in-flight experience
AirFrance embarque les passagers par zone pour accélérer l’embarquement... pour se retrouver tous dans un bus pour… https://t.co/gDbwI5RKJC,AirFrance boards passengers by zone to speed up boarding... to end up all on a bus for… https://t.co/gDbwI5RKJC,seating and boarding challenges
"RT @DonnaKinna: So I’m sick n tired of lazy ass @easyJet cabin crew, 3rd flight this week where they cannot be bothered to sell things from…","RT @DonnaKinna: So I’m sick n tired of lazy ass @easyJet cabin crew, 3rd flight this week where they cannot be bothered to sell things from…",in-flight experience
@AmericanAir very sad that a delay will cost me a trip I’ve been saving up forever for. nobody has been helpful either 😔,@AmericanAir very sad that a delay will cost me a trip I’ve been saving up forever for. nobody has been helpful either 😔,flight delays and cancellations
